Method,Cluster,NumTraces,Precision,Fitness,FScore,VariabilityRatio,Miner
KMeans-TFIDF,Cluster 0,1594,0.15610317710422272,0.9632577140978593,0.26866686289056796,0.9943538268506901,inductive
KMeans-TFIDF,Cluster 1,1277,0.1222355502345247,0.9942349732719948,0.21770545027667373,0.9921691464369616,inductive
KMeans-TFIDF,Cluster 2,2416,0.03684197572439463,0.9952221549256017,0.07105362812881875,0.9830298013245033,inductive
KMeans-TFIDF,Cluster 3,918,0.11430214686229079,0.9928430113762985,0.20500308717978774,0.9989106753812637,inductive
KMeans-TFIDF,Cluster 4,543,0.03280101035138039,0.9849169044313696,0.06348767002769963,0.9871086556169429,inductive
KMeans-TFIDF,Cluster 5,986,0.08281739375377362,0.9923219693578226,0.15287603093422725,0.9979716024340771,inductive
SOM-TFIDF,Cluster 0,920,0.11800415633573691,0.9924379619152703,0.2109282464822672,0.9989130434782608,inductive
SOM-TFIDF,Cluster 1,1222,0.032033394600529896,0.9874402278266412,0.062053714321907504,0.9926350245499181,inductive
SOM-TFIDF,Cluster 2,2795,0.06246012108868437,0.9931696120780523,0.1175288877964915,0.9846153846153847,inductive
SOM-TFIDF,Cluster 3,1317,0.1231905504732107,0.9941637114177564,0.21921708995458153,0.9924069855732726,inductive
SOM-TFIDF,Cluster 4,1480,0.033777658840944524,0.9623619297519327,0.06526461415029487,0.9952702702702703,inductive
HDBSCAN-TFIDF,Cluster 0,2,0.05066273932253318,1.0,0.09643958508550611,1.0,inductive
HDBSCAN-TFIDF,Cluster 1,4,0.5853658536585367,1.0,0.7384615384615385,1.0,inductive
HDBSCAN-TFIDF,Cluster 2,8,0.7318681318681319,0.977645305514158,0.8370889958863665,1.0,inductive
HDBSCAN-TFIDF,Cluster 3,127,0.21425614489003886,0.9766878176750966,0.351421012497364,1.0,inductive
HDBSCAN-TFIDF,Cluster 4,3,0.4834307992202729,1.0,0.6517739816031537,1.0,inductive
HDBSCAN-TFIDF,Cluster 5,2,0.4731182795698925,0.9812206572769953,0.6384116074837725,1.0,inductive
HDBSCAN-TFIDF,Cluster 6,2,0.835978835978836,1.0,0.9106628242074928,1.0,inductive
HDBSCAN-TFIDF,Cluster 7,4,0.29446064139941686,1.0,0.4549549549549549,1.0,inductive
HDBSCAN-TFIDF,Cluster 8,3,0.1146983857264231,0.9969230769230769,0.20572734776811225,1.0,inductive
HDBSCAN-TFIDF,Cluster 9,4,0.04524948735475054,1.0,0.08658121893800685,1.0,inductive
HDBSCAN-TFIDF,Cluster 10,3,0.046125116713351955,1.0,0.08818279186004989,1.0,inductive
HDBSCAN-TFIDF,Cluster 11,5,0.047687861271676346,1.0,0.09103448275862076,1.0,inductive
HDBSCAN-TFIDF,Cluster 12,2,0.06134515890613457,1.0,0.11559888579387194,1.0,inductive
HDBSCAN-TFIDF,Cluster 13,3,0.8543307086614174,1.0,0.921443736730361,1.0,inductive
HDBSCAN-TFIDF,Cluster 14,2,0.03573629081947016,1.0,0.0690065437239739,1.0,inductive
HDBSCAN-TFIDF,Cluster 15,5,0.2334123222748815,0.9960474308300395,0.3781982181016193,1.0,inductive
HDBSCAN-TFIDF,Cluster 16,3,0.5662650602409638,1.0,0.7230769230769231,1.0,inductive
HDBSCAN-TFIDF,Cluster 17,8,0.04453849254332931,0.9760097881176766,0.08518951135195717,1.0,inductive
HDBSCAN-TFIDF,Cluster 18,6,0.035250197429822716,1.0,0.06809986130374487,1.0,inductive
HDBSCAN-TFIDF,Cluster 19,2,0.9,1.0,0.9473684210526316,1.0,inductive
HDBSCAN-TFIDF,Cluster 20,2,0.05932203389830504,1.0,0.11199999999999993,1.0,inductive
HDBSCAN-TFIDF,Cluster 21,3,0.7176470588235294,1.0,0.8356164383561643,1.0,inductive
HDBSCAN-TFIDF,Cluster 22,5,0.05252943459697246,1.0,0.09981561155500925,1.0,inductive
HDBSCAN-TFIDF,Cluster 23,12,0.6230088495575221,0.9823233154933444,0.762454191104615,1.0,inductive
HDBSCAN-TFIDF,Cluster 24,3,0.609907120743034,1.0,0.7576923076923077,1.0,inductive
HDBSCAN-TFIDF,Cluster 25,3,0.06297656029370235,1.0,0.11849096705632307,1.0,inductive
HDBSCAN-TFIDF,Cluster 26,6,0.04594852240228786,0.9987937273823885,0.0878553460767054,1.0,inductive
HDBSCAN-TFIDF,Cluster 27,8,0.047752808988763995,1.0,0.09115281501340473,1.0,inductive
HDBSCAN-TFIDF,Cluster 28,8,0.046519689406544606,0.9973045822102425,0.08889293086907002,1.0,inductive
HDBSCAN-TFIDF,Cluster 29,2,0.49677419354838714,1.0,0.6637931034482759,1.0,inductive
HDBSCAN-TFIDF,Cluster 30,2,0.695906432748538,1.0,0.8206896551724138,1.0,inductive
HDBSCAN-TFIDF,Cluster 31,6,0.48994974874371855,0.9981412639405205,0.6572703649305163,1.0,inductive
HDBSCAN-TFIDF,Cluster 32,3,0.5617977528089888,1.0,0.7194244604316548,1.0,inductive
HDBSCAN-TFIDF,Cluster 33,5,0.042292089249492903,0.9985693848354793,0.08114736993681002,1.0,inductive
HDBSCAN-TFIDF,Cluster 34,2,0.863905325443787,1.0,0.926984126984127,1.0,inductive
HDBSCAN-TFIDF,Cluster 35,3,0.05438972162740896,1.0,0.10316815597075542,1.0,inductive
HDBSCAN-TFIDF,Cluster 36,4,0.035037578067111275,0.9983739837398374,0.06769927430324639,1.0,inductive
HDBSCAN-TFIDF,Cluster 37,2,0.03620803159973662,1.0,0.06988564167725532,1.0,inductive
HDBSCAN-TFIDF,Cluster 38,2,0.46302250803858525,1.0,0.632967032967033,1.0,inductive
HDBSCAN-TFIDF,Cluster 39,6,0.05487396832478253,0.9986962190352021,0.1040318440041296,0.8333333333333334,inductive
HDBSCAN-TFIDF,Cluster 40,3,0.06728920626201595,1.0,0.1260936695831189,1.0,inductive
HDBSCAN-TFIDF,Cluster 41,2,0.6831275720164609,1.0,0.8117359413202934,1.0,inductive
HDBSCAN-TFIDF,Cluster 42,5,0.37083811710677383,0.9906505209800056,0.5396607266988505,1.0,inductive
HDBSCAN-TFIDF,Cluster 43,5,0.04614690285456391,1.0,0.08822260569456428,1.0,inductive
HDBSCAN-TFIDF,Cluster 44,4,0.5083333333333333,1.0,0.6740331491712707,1.0,inductive
HDBSCAN-TFIDF,Cluster 45,3,0.05129764801297643,1.0,0.09758919961427183,1.0,inductive
HDBSCAN-TFIDF,Cluster 46,3,0.9696969696969697,1.0,0.9846153846153847,0.3333333333333333,inductive
HDBSCAN-TFIDF,Cluster 47,7,0.0550721182500894,0.9875,0.10432605250031798,1.0,inductive
HDBSCAN-TFIDF,Cluster 48,4,0.03019160054190051,1.0,0.05861356377982338,1.0,inductive
HDBSCAN-TFIDF,Cluster 49,4,0.04332506851102702,1.0,0.08305190744215137,1.0,inductive
HDBSCAN-TFIDF,Cluster 50,6,0.05331700801424755,0.9973856209150327,0.10122296390904204,1.0,inductive
HDBSCAN-TFIDF,Cluster 51,3,0.10600706713780916,1.0,0.19169329073482427,1.0,inductive
HDBSCAN-TFIDF,Cluster 52,2,0.046417305092383954,0.9962962962962963,0.08870199657126943,1.0,inductive
HDBSCAN-TFIDF,Cluster 53,5,0.043318233295583264,0.9911986728137068,0.08300874562349712,1.0,inductive
HDBSCAN-TFIDF,Cluster 54,3,0.051248642779587406,1.0,0.0975005164222268,1.0,inductive
HDBSCAN-TFIDF,Cluster 55,3,0.23876123876123878,1.0,0.38548387096774195,1.0,inductive
HDBSCAN-TFIDF,Cluster 56,7,0.04607967119822953,0.9989615784008308,0.08809570165777705,1.0,inductive
HDBSCAN-TFIDF,Cluster 57,4,0.7174721189591078,1.0,0.8354978354978355,1.0,inductive
HDBSCAN-TFIDF,Cluster 58,4,0.06438809261300993,1.0,0.12098611974311169,1.0,inductive
HDBSCAN-TFIDF,Cluster 59,3,0.11510387422796187,1.0,0.2064451158106748,1.0,inductive
HDBSCAN-TFIDF,Cluster 60,4,0.06777546777546772,1.0,0.12694704049844227,0.75,inductive
HDBSCAN-TFIDF,Cluster 61,2,0.5696202531645569,1.0,0.7258064516129031,1.0,inductive
HDBSCAN-TFIDF,Cluster 62,3,0.3946360153256705,1.0,0.5659340659340659,1.0,inductive
HDBSCAN-TFIDF,Cluster 63,4,0.052417991207304726,1.0,0.0996143958868895,0.75,inductive
HDBSCAN-TFIDF,Cluster 64,6,0.05101058710298367,0.998661311914324,0.09706328212744808,1.0,inductive
HDBSCAN-TFIDF,Cluster 65,3,0.04496596202078107,1.0,0.08606206068918221,1.0,inductive
HDBSCAN-TFIDF,Cluster 66,2,0.5517241379310345,1.0,0.7111111111111111,1.0,inductive
HDBSCAN-TFIDF,Cluster 67,3,0.5176470588235293,1.0,0.6821705426356589,1.0,inductive
HDBSCAN-TFIDF,Cluster 68,2,0.06013021830716203,1.0,0.11343930635838154,1.0,inductive
HDBSCAN-TFIDF,Cluster 69,2,0.03202160493827155,1.0,0.062056074766355045,1.0,inductive
HDBSCAN-TFIDF,Cluster 70,3,0.7066666666666667,1.0,0.828125,1.0,inductive
HDBSCAN-TFIDF,Cluster 71,3,0.0697882493289591,1.0,0.1304711458042932,1.0,inductive
HDBSCAN-TFIDF,Cluster 72,4,0.06406345332519825,1.0,0.12041284403669718,1.0,inductive
HDBSCAN-TFIDF,Cluster 73,4,0.046549431062509194,1.0,0.08895792149110414,1.0,inductive
HDBSCAN-TFIDF,Cluster 74,9,0.05084745762711862,0.9973544973544973,0.09676177439363473,1.0,inductive
HDBSCAN-TFIDF,Cluster 75,6,0.06797853309481217,0.9985632183908046,0.12729152458230208,0.8333333333333334,inductive
HDBSCAN-TFIDF,Cluster 76,3,0.061442332725852644,1.0,0.11577140053961246,1.0,inductive
HDBSCAN-TFIDF,Cluster 77,3,0.3913764510779436,1.0,0.5625744934445769,1.0,inductive
HDBSCAN-TFIDF,Cluster 78,2,0.03877036017435187,1.0,0.07464664310954056,1.0,inductive
HDBSCAN-TFIDF,Cluster 79,8,0.054933110367892946,0.9980334316617503,0.10413451608185748,1.0,inductive
HDBSCAN-TFIDF,Cluster 80,2,0.05214626391096977,1.0,0.09912360229676635,1.0,inductive
HDBSCAN-TFIDF,Cluster 81,14,0.05375960902102528,0.9919398173025256,0.1019916343227892,1.0,inductive
HDBSCAN-TFIDF,Cluster 82,3,0.0668290043290043,1.0,0.1252853157494293,1.0,inductive
HDBSCAN-TFIDF,Cluster 83,3,0.5638888888888889,1.0,0.7211367673179396,1.0,inductive
HDBSCAN-TFIDF,Cluster 84,3,0.6601307189542484,1.0,0.7952755905511811,1.0,inductive
HDBSCAN-TFIDF,Cluster 85,3,0.16619519094766622,1.0,0.28502122498483934,1.0,inductive
HDBSCAN-TFIDF,Cluster 86,4,0.568359375,1.0,0.7247820672478207,1.0,inductive
HDBSCAN-TFIDF,Cluster 87,4,0.5393700787401574,1.0,0.7007672634271099,1.0,inductive
HDBSCAN-TFIDF,Cluster 88,4,0.03446889759823135,1.0,0.06664076160870414,1.0,inductive
HDBSCAN-TFIDF,Cluster 89,4,0.04848775804128658,0.998165137614679,0.09248298051585717,1.0,inductive
HDBSCAN-TFIDF,Cluster 90,2,0.875,1.0,0.9333333333333333,1.0,inductive
HDBSCAN-TFIDF,Cluster 91,4,0.050193050193050204,0.9980314960629921,0.0955792251861627,1.0,inductive
HDBSCAN-TFIDF,Cluster 92,6,0.0459685575066654,1.0,0.08789663355893461,1.0,inductive
HDBSCAN-TFIDF,Cluster 93,5,0.048530986083026084,0.9986449864498645,0.09256367069243447,1.0,inductive
HDBSCAN-TFIDF,Cluster 94,2,0.04635193133047211,1.0,0.088597210828548,1.0,inductive
HDBSCAN-TFIDF,Cluster 95,8,0.054858934169279006,0.9970355731225297,0.10399580659695333,1.0,inductive
HDBSCAN-TFIDF,Cluster 96,3,0.05218247456514602,0.9926650366748166,0.09915268490522706,1.0,inductive
HDBSCAN-TFIDF,Cluster 97,2,0.03710203058410633,1.0,0.0715494319555234,1.0,inductive
HDBSCAN-TFIDF,Cluster 98,6,0.04996206784436974,0.9974937343358397,0.09515790456358897,1.0,inductive
HDBSCAN-TFIDF,Cluster 99,3,0.05193936691930445,1.0,0.09874973511337139,1.0,inductive
HDBSCAN-TFIDF,Cluster 100,3,0.2207112970711297,1.0,0.3616109682947729,1.0,inductive
HDBSCAN-TFIDF,Cluster 101,4,0.04255842558425582,1.0,0.08164228409627178,1.0,inductive
HDBSCAN-TFIDF,Cluster 102,6,0.04740003754458422,0.9928114092873819,0.09048025421799717,1.0,inductive
HDBSCAN-TFIDF,Cluster 103,4,0.5705882352941176,1.0,0.7265917602996255,1.0,inductive
HDBSCAN-TFIDF,Cluster 104,6,0.056020371044016026,0.9706863587046795,0.10592744433517251,1.0,inductive
HDBSCAN-TFIDF,Cluster 105,5,0.06496221257436885,0.9695905525142503,0.12176613838953891,1.0,inductive
HDBSCAN-TFIDF,Cluster 106,2,0.0478968375805956,1.0,0.09141517726340453,1.0,inductive
HDBSCAN-TFIDF,Cluster 107,5,0.04485800344234081,1.0,0.08586430556985487,1.0,inductive
HDBSCAN-TFIDF,Cluster 108,3,0.8117647058823529,1.0,0.8961038961038961,1.0,inductive
HDBSCAN-TFIDF,Cluster 109,10,0.04930785250520642,0.9821146299276786,0.09390131423440336,1.0,inductive
HDBSCAN-TFIDF,Cluster 110,6,0.047377139701822224,0.9709779421228576,0.09034600687397996,1.0,inductive
HDBSCAN-TFIDF,Cluster 111,2,0.7130434782608696,1.0,0.8324873096446701,1.0,inductive
HDBSCAN-TFIDF,Cluster 112,4,0.688715953307393,1.0,0.815668202764977,0.75,inductive
HDBSCAN-TFIDF,Cluster 113,4,0.4377777777777778,1.0,0.6089644513137559,1.0,inductive
HDBSCAN-TFIDF,Cluster 114,3,0.03854522847373332,1.0,0.07422927267285248,1.0,inductive
HDBSCAN-TFIDF,Cluster 115,5,0.05735443589371281,1.0,0.10848667948365837,1.0,inductive
HDBSCAN-TFIDF,Cluster 116,3,0.07249647390691116,1.0,0.13519200420831146,1.0,inductive
HDBSCAN-TFIDF,Cluster 117,6,0.05492510213345436,0.9986754966887417,0.10412361897881607,1.0,inductive
HDBSCAN-TFIDF,Cluster 118,2,0.04717800289435603,1.0,0.09010503040353791,1.0,inductive
HDBSCAN-TFIDF,Cluster 119,3,0.03546973431936451,1.0,0.06850945642110824,1.0,inductive
HDBSCAN-TFIDF,Cluster 120,2,0.7669902912621359,1.0,0.868131868131868,1.0,inductive
HDBSCAN-TFIDF,Cluster 121,2,0.7760416666666666,1.0,0.873900293255132,1.0,inductive
HDBSCAN-TFIDF,Cluster 122,2,0.9310344827586207,1.0,0.9642857142857143,0.5,inductive
HDBSCAN-TFIDF,Cluster 123,10,0.045402232708021684,0.9970282317979198,0.08684954889151464,1.0,inductive
HDBSCAN-TFIDF,Cluster 124,6,0.04649204864359213,0.9970365091947626,0.0888414016784399,1.0,inductive
HDBSCAN-TFIDF,Cluster 125,5,0.04373709148341631,0.9679796437659034,0.08369262414749112,1.0,inductive
HDBSCAN-TFIDF,Cluster 126,6,0.24682395644283117,0.975617336044602,0.3939751255731069,1.0,inductive
HDBSCAN-TFIDF,Cluster 127,2,0.927007299270073,1.0,0.9621212121212122,1.0,inductive
HDBSCAN-TFIDF,Cluster 128,2,0.05279085406859452,1.0,0.10028744809964875,1.0,inductive
HDBSCAN-TFIDF,Cluster 129,2,0.7443946188340806,1.0,0.8534704370179949,1.0,inductive
HDBSCAN-TFIDF,Cluster 130,9,0.06539674836204801,0.9909099098429006,0.1226959718943335,1.0,inductive
HDBSCAN-TFIDF,Cluster 131,7,0.050820817324484846,0.9771335165526037,0.09661659532881352,1.0,inductive
HDBSCAN-TFIDF,Cluster 132,3,0.405607476635514,1.0,0.5771276595744681,1.0,inductive
HDBSCAN-TFIDF,Cluster 133,8,0.05603326089010674,0.9784043108298377,0.10599611905739208,1.0,inductive
HDBSCAN-TFIDF,Cluster 134,3,0.0479896238651103,1.0,0.09158415841584168,1.0,inductive
HDBSCAN-TFIDF,Cluster 135,3,0.5,1.0,0.6666666666666666,1.0,inductive
HDBSCAN-TFIDF,Cluster 136,6,0.04927983539094649,1.0,0.09393077752720853,1.0,inductive
HDBSCAN-TFIDF,Cluster 137,3,0.4192307692307692,1.0,0.5907859078590786,1.0,inductive
HDBSCAN-TFIDF,Cluster 138,10,0.7461809635722679,0.9845275439536766,0.848942162375983,1.0,inductive
HDBSCAN-TFIDF,Cluster 139,5,0.049042618900555945,1.0,0.09349976448422052,1.0,inductive
HDBSCAN-TFIDF,Cluster 140,3,0.5388127853881279,1.0,0.7002967359050446,1.0,inductive
HDBSCAN-TFIDF,Cluster 141,8,0.04311131386861311,0.972755200717015,0.08256351434625832,1.0,inductive
HDBSCAN-TFIDF,Cluster 142,3,0.0418090452261306,0.9970039920159681,0.08025271824368493,1.0,inductive
HDBSCAN-TFIDF,Cluster 143,5,0.3984962406015038,1.0,0.5698924731182796,1.0,inductive
HDBSCAN-TFIDF,Cluster 144,7,0.28673550436854645,0.9916666666666667,0.4448459933416519,1.0,inductive
HDBSCAN-TFIDF,Cluster 145,18,0.4002713704206241,0.984102060372014,0.5690774924990138,1.0,inductive
HDBSCAN-TFIDF,Cluster 146,6,0.06317494600431961,0.998589562764457,0.11883207846394513,1.0,inductive
HDBSCAN-TFIDF,Cluster 147,7,0.049145675532851874,1.0,0.09368703828072535,1.0,inductive
HDBSCAN-TFIDF,Cluster 148,5,0.05630120271919126,0.995253164556962,0.106573567508037,1.0,inductive
HDBSCAN-TFIDF,Cluster 149,3,0.05115872321818982,1.0,0.0973377703826956,1.0,inductive
HDBSCAN-TFIDF,Cluster 150,3,0.20512820512820518,0.9971590909090909,0.34026052711299615,1.0,inductive
HDBSCAN-TFIDF,Cluster 151,4,0.08211678832116787,1.0,0.15177065767284986,1.0,inductive
HDBSCAN-TFIDF,Cluster 152,5,0.5380228136882129,0.9804015540730517,0.6947707292716645,1.0,inductive
HDBSCAN-TFIDF,Cluster 153,4,0.09869848156182215,1.0,0.1796643632773939,1.0,inductive
HDBSCAN-TFIDF,Cluster 154,3,0.5689655172413793,1.0,0.7252747252747253,1.0,inductive
HDBSCAN-TFIDF,Cluster 155,4,0.34545454545454546,1.0,0.5135135135135135,1.0,inductive
HDBSCAN-TFIDF,Cluster 156,3,0.07008086253369272,1.0,0.1309823677581864,1.0,inductive
HDBSCAN-TFIDF,Cluster 157,2,0.06152647975077885,1.0,0.11592076302274401,1.0,inductive
HDBSCAN-TFIDF,Cluster 158,9,0.8391959798994975,0.985311992482355,0.906403124080074,0.8888888888888888,inductive
HDBSCAN-TFIDF,Cluster 159,2,0.05917602996254678,1.0,0.11173974540311168,1.0,inductive
HDBSCAN-TFIDF,Cluster 160,8,0.06857999077916088,0.9969325153374233,0.12833190097124103,1.0,inductive
HDBSCAN-TFIDF,Cluster 161,2,0.9069767441860466,1.0,0.951219512195122,0.5,inductive
HDBSCAN-TFIDF,Cluster 162,2,0.5612903225806452,1.0,0.7190082644628099,1.0,inductive
HDBSCAN-TFIDF,Cluster 163,3,0.39454545454545453,1.0,0.5658409387222947,1.0,inductive
HDBSCAN-TFIDF,Cluster 164,3,0.04950495049504955,1.0,0.09433962264150951,1.0,inductive
HDBSCAN-TFIDF,Cluster 165,7,0.6689655172413793,0.9973544973544973,0.8008014803297895,1.0,inductive
HDBSCAN-TFIDF,Cluster 166,4,0.19469598965071155,1.0,0.3259339469409855,1.0,inductive
HDBSCAN-TFIDF,Cluster 167,2,0.48888888888888893,1.0,0.6567164179104478,1.0,inductive
HDBSCAN-TFIDF,Cluster 168,8,0.084472049689441,0.9570798479087452,0.15524237756321468,1.0,inductive
HDBSCAN-TFIDF,Cluster 169,3,0.540650406504065,1.0,0.7018469656992085,1.0,inductive
HDBSCAN-TFIDF,Cluster 170,16,0.35130628126737073,0.9918946301925026,0.5188483881585154,1.0,inductive
HDBSCAN-TFIDF,Cluster 171,3,0.5173745173745175,1.0,0.6819338422391859,1.0,inductive
HDBSCAN-TFIDF,Cluster 172,3,0.6813725490196079,1.0,0.8104956268221575,1.0,inductive
HDBSCAN-TFIDF,Cluster 173,9,0.952076677316294,0.9793577981651376,0.9655245675869474,0.8888888888888888,inductive
HDBSCAN-TFIDF,Cluster 174,6,0.05262013481191563,1.0,0.0999793431109275,1.0,inductive
HDBSCAN-TFIDF,Cluster 175,2,0.9710144927536232,1.0,0.9852941176470589,0.5,inductive
HDBSCAN-TFIDF,Cluster 176,2,0.8867924528301887,1.0,0.9400000000000001,1.0,inductive
HDBSCAN-TFIDF,Cluster 177,3,0.046901811248808434,1.0,0.08960116554361691,1.0,inductive
HDBSCAN-TFIDF,Cluster 178,9,0.043510815307820305,0.9721445554561421,0.08329361203129104,1.0,inductive
HDBSCAN-TFIDF,Cluster 179,2,0.05314171122994649,1.0,0.10092034274833378,1.0,inductive
HDBSCAN-TFIDF,Cluster 180,3,0.02784140969162996,1.0,0.05417452425852907,1.0,inductive
HDBSCAN-TFIDF,Cluster 181,3,0.8244274809160306,1.0,0.9037656903765691,1.0,inductive
HDBSCAN-TFIDF,Cluster 182,4,0.06153292551277434,0.9903014969428632,0.11586642715934539,1.0,inductive
HDBSCAN-TFIDF,Cluster 183,2,0.06932021466905192,1.0,0.12965286491007952,1.0,inductive
HDBSCAN-TFIDF,Cluster 184,9,0.050841490035912984,1.0,0.0967633853782752,1.0,inductive
HDBSCAN-TFIDF,Cluster 185,3,0.046416779957273224,1.0,0.08871566443949512,1.0,inductive
HDBSCAN-TFIDF,Cluster 186,4,0.7091503267973855,1.0,0.8298279158699808,1.0,inductive
HDBSCAN-TFIDF,Cluster 187,3,0.06066128612340538,1.0,0.11438389788905254,1.0,inductive
HDBSCAN-TFIDF,Cluster 188,5,0.05685174246898994,0.9700161534746623,0.10740837992100949,1.0,inductive
HDBSCAN-TFIDF,Cluster 189,3,0.9260869565217391,1.0,0.9616252821670429,1.0,inductive
HDBSCAN-TFIDF,Cluster 190,6,0.07711950970377934,0.9971910112359551,0.14316695288483874,1.0,inductive
HDBSCAN-TFIDF,Cluster 191,4,0.04748091603053439,1.0,0.09065733858038195,1.0,inductive
HDBSCAN-TFIDF,Cluster 192,11,0.07131304219967649,0.9756109181552655,0.13291086117330578,1.0,inductive
HDBSCAN-TFIDF,Cluster 193,2,0.06823216659282239,1.0,0.12774782248029873,1.0,inductive
HDBSCAN-TFIDF,Cluster 194,9,0.06912933876284666,0.9981818181818182,0.12930371542922536,1.0,inductive
HDBSCAN-TFIDF,Cluster 195,3,0.1950431034482759,1.0,0.3264201983769162,1.0,inductive
HDBSCAN-TFIDF,Cluster 196,17,0.04574275362318836,0.992554820492864,0.0874550644115024,1.0,inductive
HDBSCAN-TFIDF,Cluster 197,3,0.04979536152796726,0.9978540772532188,0.09485712050165711,1.0,inductive
HDBSCAN-TFIDF,Cluster 198,8,0.12096373571783403,0.9975816203143894,0.21576451741703376,1.0,inductive
HDBSCAN-TFIDF,Cluster 199,5,0.44919786096256686,0.9739210120163158,0.6148231797790501,1.0,inductive
HDBSCAN-TFIDF,Cluster 200,4,0.4085257548845471,1.0,0.5800756620428752,1.0,inductive
HDBSCAN-TFIDF,Cluster 201,3,0.0462359217545939,1.0,0.08838526912181294,1.0,inductive
HDBSCAN-TFIDF,Cluster 202,7,0.06713554987212278,0.9975786924939467,0.1258046363923209,0.8571428571428571,inductive
HDBSCAN-TFIDF,Cluster 203,4,0.04204973624717412,1.0,0.08070581428984676,1.0,inductive
HDBSCAN-TFIDF,Cluster 204,3,0.04680851063829783,1.0,0.08943089430894301,1.0,inductive
HDBSCAN-TFIDF,Cluster 205,8,0.5925925925925926,0.9789303079416531,0.7382734912146677,1.0,inductive
HDBSCAN-TFIDF,Cluster 206,3,0.8970588235294118,1.0,0.9457364341085273,1.0,inductive
HDBSCAN-TFIDF,Cluster 207,6,0.04836496684198488,0.9707868290649748,0.09213950853430962,1.0,inductive
HDBSCAN-TFIDF,Cluster 208,5,0.424886191198786,0.9948849104859335,0.5954662125407634,1.0,inductive
HDBSCAN-TFIDF,Cluster 209,18,0.06155433287482803,0.9834179507092068,0.11585692145904217,1.0,inductive
HDBSCAN-TFIDF,Cluster 210,2,0.385809312638581,1.0,0.5568000000000001,1.0,inductive
HDBSCAN-TFIDF,Cluster 211,2,0.035312180143295846,0.9954637004485947,0.06820492054231565,1.0,inductive
HDBSCAN-TFIDF,Cluster 212,3,0.043987229514012016,1.0,0.08426775399252455,1.0,inductive
HDBSCAN-TFIDF,Cluster 213,4,0.4975609756097561,1.0,0.6644951140065146,0.75,inductive
HDBSCAN-TFIDF,Cluster 214,5,0.04828260603838164,1.0,0.09211753731343288,1.0,inductive
HDBSCAN-TFIDF,Cluster 215,4,0.5067750677506775,1.0,0.6726618705035972,1.0,inductive
HDBSCAN-TFIDF,Cluster 216,4,0.507380073800738,1.0,0.6731946144430845,1.0,inductive
HDBSCAN-TFIDF,Cluster 217,2,0.04686953480237843,1.0,0.08954226528566651,1.0,inductive
HDBSCAN-TFIDF,Cluster 218,10,0.05111427831044313,0.9984639016897081,0.09725004335339997,1.0,inductive
HDBSCAN-TFIDF,Cluster 219,5,0.0481576067128785,1.0,0.09189001044204663,1.0,inductive
HDBSCAN-TFIDF,Cluster 220,2,0.0481684453417941,1.0,0.09190974133186579,1.0,inductive
HDBSCAN-TFIDF,Cluster 221,6,0.05086481565771506,0.9256039866726284,0.09643047692213273,1.0,inductive
HDBSCAN-TFIDF,Cluster 222,2,0.06259780907668233,1.0,0.11782032400589104,1.0,inductive
HDBSCAN-TFIDF,Cluster 223,7,0.043975441289332284,0.975206437478935,0.08415599674547325,1.0,inductive
HDBSCAN-TFIDF,Cluster 224,2,0.9672131147540983,1.0,0.9833333333333333,0.5,inductive
HDBSCAN-TFIDF,Cluster 225,2,0.04908256880733941,1.0,0.09357236554438123,1.0,inductive
HDBSCAN-TFIDF,Cluster 226,2,0.05063291139240511,1.0,0.09638554216867479,1.0,inductive
HDBSCAN-TFIDF,Cluster 227,7,0.27357755261106786,0.9901720334961976,0.4287065168064416,1.0,inductive
HDBSCAN-TFIDF,Cluster 228,2,0.05559490084985841,1.0,0.10533378061053347,1.0,inductive
HDBSCAN-TFIDF,Cluster 229,2,0.047141119221411176,1.0,0.09003775776938712,1.0,inductive
HDBSCAN-TFIDF,Cluster 230,8,0.04957251549141106,0.9763171201921557,0.09435419538673237,1.0,inductive
HDBSCAN-TFIDF,Cluster 231,4,0.5209876543209877,1.0,0.6850649350649352,1.0,inductive
HDBSCAN-TFIDF,Cluster 232,4,0.06755023514322356,1.0,0.12655186223468154,1.0,inductive
HDBSCAN-TFIDF,Cluster 233,6,0.05173374958189314,0.9905149051490515,0.09833171734501688,1.0,inductive
HDBSCAN-TFIDF,Cluster 234,2,0.046888567293777106,1.0,0.08957699751175002,1.0,inductive
HDBSCAN-TFIDF,Cluster 235,5,0.0707917261055635,1.0,0.1322231473771857,0.8,inductive
HDBSCAN-TFIDF,Cluster 236,3,0.06697064690795096,1.0,0.125534188034188,1.0,inductive
HDBSCAN-TFIDF,Cluster 237,3,0.04992468259091887,1.0,0.09510145521623284,1.0,inductive
HDBSCAN-TFIDF,Cluster 238,3,0.33477321814254857,1.0,0.5016181229773462,1.0,inductive
HDBSCAN-TFIDF,Cluster 239,10,0.06561914841651062,1.0,0.1231568492627397,0.9,inductive
HDBSCAN-TFIDF,Cluster 240,8,0.06688253684680656,0.9947643979057592,0.1253380277734796,1.0,inductive
HDBSCAN-TFIDF,Cluster 241,3,0.05066031608573285,1.0,0.09643519472491244,1.0,inductive
HDBSCAN-TFIDF,Cluster 242,3,0.3851851851851852,1.0,0.5561497326203209,1.0,inductive
