Method,Cluster,NumTraces,Precision,Fitness,FScore,VariabilityRatio,Miner
HDBSCAN-TFIDF,Cluster 243,2,0.6918238993710693,1.0,0.8178438661710038,1.0,inductive
HDBSCAN-TFIDF,Cluster 244,7,0.41231593038821956,0.9882361034672538,0.5818641201393264,1.0,inductive
HDBSCAN-TFIDF,Cluster 245,5,0.051724137931034475,0.9651528663492117,0.09818630920642148,0.8,inductive
HDBSCAN-TFIDF,Cluster 246,4,0.04662148285068801,1.0,0.08908948194662479,1.0,inductive
HDBSCAN-TFIDF,Cluster 247,7,0.050090693456118274,0.9985272459499264,0.09539589264091787,1.0,inductive
HDBSCAN-TFIDF,Cluster 248,7,0.06446868488785396,0.9964994165694282,0.12110261710885455,1.0,inductive
HDBSCAN-TFIDF,Cluster 249,4,0.4666666666666667,1.0,0.6363636363636364,1.0,inductive
HDBSCAN-TFIDF,Cluster 250,22,0.18385214007782102,0.9638341131907309,0.30880036052616233,1.0,inductive
HDBSCAN-TFIDF,Cluster 251,2,0.05995975855130786,1.0,0.11313591495823845,1.0,inductive
HDBSCAN-TFIDF,Cluster 252,7,0.2913385826771654,0.9945591422933737,0.4506632919208365,1.0,inductive
HDBSCAN-TFIDF,Cluster 253,7,0.05061097939084447,0.9978046103183315,0.0963355926115502,1.0,inductive
HDBSCAN-TFIDF,Cluster 254,4,0.05064516129032259,1.0,0.09640773718145534,1.0,inductive
HDBSCAN-TFIDF,Cluster 255,6,0.3672496025437202,0.9865168539325843,0.5352443485007626,1.0,inductive
HDBSCAN-TFIDF,Cluster 256,2,0.9705882352941176,1.0,0.9850746268656716,0.5,inductive
HDBSCAN-TFIDF,Cluster 257,4,0.053760905446828544,0.9895001655081099,0.10198104063982734,1.0,inductive
HDBSCAN-TFIDF,Cluster 258,4,0.22340425531914898,1.0,0.36521739130434794,0.75,inductive
HDBSCAN-TFIDF,Cluster 259,5,0.05065502183406112,0.9896598109667598,0.09637705385368117,1.0,inductive
HDBSCAN-TFIDF,Cluster 260,8,0.516025641025641,0.9734900990099009,0.6745089546508748,1.0,inductive
HDBSCAN-TFIDF,Cluster 261,5,0.2829076620825147,0.9714565301284525,0.43820207474036277,0.8,inductive
HDBSCAN-TFIDF,Cluster 262,3,1.0,1.0,1.0,0.3333333333333333,inductive
HDBSCAN-TFIDF,Cluster 263,2,0.06587771203155823,1.0,0.1236121391561807,1.0,inductive
HDBSCAN-TFIDF,Cluster 264,4,0.5790408525754884,1.0,0.7334083239595051,1.0,inductive
HDBSCAN-TFIDF,Cluster 265,2,0.725,1.0,0.8405797101449275,1.0,inductive
HDBSCAN-TFIDF,Cluster 266,2,0.06647278770253429,1.0,0.12465913517724972,1.0,inductive
HDBSCAN-TFIDF,Cluster 267,2,0.06215139442231077,1.0,0.11702925731432859,1.0,inductive
HDBSCAN-TFIDF,Cluster 268,2,0.055308979173779416,1.0,0.10482044645745707,1.0,inductive
HDBSCAN-TFIDF,Cluster 269,3,0.5090543259557344,1.0,0.6746666666666667,1.0,inductive
HDBSCAN-TFIDF,Cluster 270,3,0.06466703357182169,1.0,0.12147841819591625,1.0,inductive
HDBSCAN-TFIDF,Cluster 271,10,0.05148246237323173,0.9992063492063492,0.09791976979135053,1.0,inductive
HDBSCAN-TFIDF,Cluster 272,3,0.670807453416149,1.0,0.8029739776951672,1.0,inductive
HDBSCAN-TFIDF,Cluster 273,6,0.05908909839330767,0.996328029375765,0.11156181458650015,1.0,inductive
HDBSCAN-TFIDF,Cluster 274,3,0.05212014134275622,1.0,0.09907640638119235,1.0,inductive
HDBSCAN-TFIDF,Cluster 275,5,0.05275198492800426,1.0,0.10021730793813106,0.8,inductive
HDBSCAN-TFIDF,Cluster 276,3,0.5255474452554745,1.0,0.6889952153110048,1.0,inductive
HDBSCAN-TFIDF,Cluster 277,6,0.0540267325620577,1.0,0.10251491901108264,1.0,inductive
HDBSCAN-TFIDF,Cluster 278,5,0.05267857142857146,1.0,0.10008481764206963,1.0,inductive
HDBSCAN-TFIDF,Cluster 279,5,0.050892183965820514,1.0,0.09685519550400566,1.0,inductive
HDBSCAN-TFIDF,Cluster 280,13,0.0458914575836743,0.9598156851083746,0.08759476577523664,1.0,inductive
HDBSCAN-TFIDF,Cluster 281,2,0.05428384565075217,1.0,0.10297766749379661,1.0,inductive
HDBSCAN-TFIDF,Cluster 282,443,0.055519067685291246,0.9843824117149247,0.10510994517621568,1.0,inductive
HDBSCAN-TFIDF,Cluster 283,4,0.052129110471283546,1.0,0.09909261126314277,1.0,inductive
HDBSCAN-TFIDF,Cluster 284,2,0.05562958027981346,1.0,0.10539602398232882,1.0,inductive
HDBSCAN-TFIDF,Cluster 285,4,0.05118526347576624,1.0,0.09738580867566785,1.0,inductive
HDBSCAN-TFIDF,Cluster 286,2,0.5658914728682171,1.0,0.7227722772277227,1.0,inductive
HDBSCAN-TFIDF,Cluster 287,3,0.5717884130982368,1.0,0.7275641025641026,1.0,inductive
HDBSCAN-TFIDF,Cluster 288,4,0.04927156654116882,0.9980544747081712,0.09390716076081516,1.0,inductive
HDBSCAN-TFIDF,Cluster 289,2,0.6983240223463687,1.0,0.8223684210526315,1.0,inductive
HDBSCAN-TFIDF,Cluster 290,2,0.08404202101050529,1.0,0.15505306875865257,1.0,inductive
HDBSCAN-TFIDF,Cluster 291,2,0.06401313089864591,1.0,0.12032394909371391,1.0,inductive
HDBSCAN-TFIDF,Cluster 292,3,0.40646258503401356,1.0,0.5779927448609431,1.0,inductive
HDBSCAN-TFIDF,Cluster 293,5,0.040976782906299136,0.9953118999680581,0.07871296931647007,1.0,inductive
HDBSCAN-TFIDF,Cluster 294,4,0.04227700369179466,1.0,0.0811243144424131,1.0,inductive
HDBSCAN-TFIDF,Cluster 295,2,0.5898305084745763,1.0,0.7420042643923241,1.0,inductive
HDBSCAN-TFIDF,Cluster 296,4,0.04690253490578822,1.0,0.08960248608053856,1.0,inductive
HDBSCAN-TFIDF,Cluster 297,3,0.050365100168507815,1.0,0.0959001782531195,1.0,inductive
HDBSCAN-TFIDF,Cluster 298,3,0.05179028132992325,1.0,0.09848024316109417,1.0,inductive
HDBSCAN-TFIDF,Cluster 299,2,0.6869565217391305,1.0,0.8144329896907216,1.0,inductive
HDBSCAN-TFIDF,Cluster 300,2,0.03968655207280081,1.0,0.07634330172623388,1.0,inductive
HDBSCAN-TFIDF,Cluster 301,4,0.06594967532467533,1.0,0.1237388159147154,1.0,inductive
HDBSCAN-TFIDF,Cluster 302,4,0.04363150218765188,1.0,0.08361476650751129,1.0,inductive
HDBSCAN-TFIDF,Cluster 303,5,0.046959015414027916,0.964842506743748,0.08955917371949527,1.0,inductive
HDBSCAN-TFIDF,Cluster 304,5,0.038507045283424746,0.9975429975429976,0.07415169497751184,1.0,inductive
HDBSCAN-TFIDF,Cluster 305,6,0.032018813314037664,0.9429805981530119,0.061934641961660805,1.0,inductive
HDBSCAN-TFIDF,Cluster 306,7,0.05236209061926389,0.9908675799086758,0.09946783431612385,1.0,inductive
HDBSCAN-TFIDF,Cluster 307,9,0.06780428873452127,0.9852302345786272,0.12687681897677672,1.0,inductive
HDBSCAN-TFIDF,Cluster 308,3,0.5666666666666667,1.0,0.7234042553191489,1.0,inductive
HDBSCAN-TFIDF,Cluster 309,3,0.054203031694993076,1.0,0.10283224400871453,1.0,inductive
HDBSCAN-TFIDF,Cluster 310,2,0.7630331753554502,1.0,0.8655913978494624,1.0,inductive
HDBSCAN-TFIDF,Cluster 311,2,0.6267942583732058,1.0,0.7705882352941177,1.0,inductive
HDBSCAN-TFIDF,Cluster 312,4,0.37061118335500653,1.0,0.5407969639468692,1.0,inductive
HDBSCAN-TFIDF,Cluster 313,6,0.04995766299745974,0.9817072523258442,0.09507699514718364,1.0,inductive
HDBSCAN-TFIDF,Cluster 314,2,0.03622191655204032,1.0,0.06991150442477871,1.0,inductive
HDBSCAN-TFIDF,Cluster 315,6,0.038905018664454616,0.9646346563260341,0.0747935138869319,1.0,inductive
HDBSCAN-TFIDF,Cluster 316,14,0.052221648758973394,0.9989059080962801,0.09925439236305866,1.0,inductive
HDBSCAN-TFIDF,Cluster 317,8,0.37344398340248963,0.9815292258368125,0.5410382750345956,1.0,inductive
HDBSCAN-TFIDF,Cluster 318,2,0.045230769230769186,1.0,0.08654695319399462,1.0,inductive
HDBSCAN-TFIDF,Cluster 319,2,0.9712230215827338,1.0,0.9854014598540146,1.0,inductive
HDBSCAN-TFIDF,Cluster 320,2,0.77,1.0,0.8700564971751412,1.0,inductive
HDBSCAN-TFIDF,Cluster 321,6,0.20835751596053398,0.9588120509173141,0.34232506204998475,1.0,inductive
HDBSCAN-TFIDF,Cluster 322,2,0.881578947368421,1.0,0.9370629370629371,1.0,inductive
HDBSCAN-TFIDF,Cluster 323,3,0.759581881533101,1.0,0.8633663366336634,1.0,inductive
HDBSCAN-TFIDF,Cluster 324,3,0.28872366790582404,1.0,0.4480769230769231,1.0,inductive
HDBSCAN-TFIDF,Cluster 325,4,0.048853253775871686,0.9782292447526237,0.09305909041064893,1.0,inductive
HDBSCAN-TFIDF,Cluster 326,2,0.07762280169799873,0.9914893617021276,0.14397400898389312,1.0,inductive
HDBSCAN-TFIDF,Cluster 327,5,0.04246261325182843,0.9984825493171472,0.0814609258103821,1.0,inductive
HDBSCAN-TFIDF,Cluster 328,2,0.33986928104575165,1.0,0.5073170731707317,1.0,inductive
HDBSCAN-TFIDF,Cluster 329,4,0.2062960482250502,1.0,0.34203220433092724,1.0,inductive
HDBSCAN-TFIDF,Cluster 330,4,0.6883852691218131,1.0,0.8154362416107382,0.75,inductive
HDBSCAN-TFIDF,Cluster 331,2,0.9014084507042254,1.0,0.9481481481481481,1.0,inductive
HDBSCAN-TFIDF,Cluster 332,5,0.7389380530973451,0.9958071278825996,0.848354892010545,1.0,inductive
HDBSCAN-TFIDF,Cluster 333,5,0.8059701492537313,0.9925506396588486,0.8895823635949224,0.8,inductive
HDBSCAN-TFIDF,Cluster 334,6,0.717948717948718,0.9855769230769231,0.8307402851146972,1.0,inductive
HDBSCAN-TFIDF,Cluster 335,4,0.9523809523809523,1.0,0.975609756097561,0.5,inductive
HDBSCAN-TFIDF,Cluster 336,5,0.0488684814693342,0.9941634241245136,0.09315775789554177,1.0,inductive
HDBSCAN-TFIDF,Cluster 337,5,0.4036697247706422,1.0,0.5751633986928105,1.0,inductive
HDBSCAN-TFIDF,Cluster 338,5,0.034660224766306036,0.9544699588359318,0.06689138367097631,1.0,inductive
HDBSCAN-TFIDF,Cluster 339,3,0.044540540540540574,1.0,0.08528255019664673,1.0,inductive
HDBSCAN-TFIDF,Cluster 340,12,0.45619116582186825,0.9540860862980123,0.6172483365926345,1.0,inductive
HDBSCAN-TFIDF,Cluster 341,2,0.05405405405405406,1.0,0.10256410256410257,1.0,inductive
HDBSCAN-TFIDF,Cluster 342,3,0.1601123595505618,1.0,0.27602905569007263,1.0,inductive
HDBSCAN-TFIDF,Cluster 343,14,0.0446978105135708,0.9792203837545528,0.08549317203094005,1.0,inductive
HDBSCAN-TFIDF,Cluster 344,3,0.3160054719562243,1.0,0.48024948024948017,1.0,inductive
HDBSCAN-TFIDF,Cluster 345,3,0.3876871880199667,1.0,0.5587529976019184,1.0,inductive
HDBSCAN-TFIDF,Cluster 346,8,0.4473067915690867,0.9803212863557691,0.6143117750164618,1.0,inductive
HDBSCAN-TFIDF,Cluster 347,2,0.6023622047244095,1.0,0.7518427518427518,1.0,inductive
HDBSCAN-TFIDF,Cluster 348,4,0.03534163581285765,0.9509749771025456,0.06815055301269972,1.0,inductive
HDBSCAN-TFIDF,Cluster 349,7,0.04116245831348264,0.9848339562024653,0.07902208252260134,1.0,inductive
HDBSCAN-TFIDF,Cluster 350,3,0.3887915936952715,1.0,0.5598991172761665,1.0,inductive
HDBSCAN-TFIDF,Cluster 351,3,0.059411438089949975,1.0,0.11215932914046112,1.0,inductive
HDBSCAN-TFIDF,Cluster 352,6,0.6305309734513274,0.9973544973544973,0.772613200831254,1.0,inductive
HDBSCAN-TFIDF,Cluster 353,3,0.8508771929824561,1.0,0.919431279620853,1.0,inductive
HDBSCAN-TFIDF,Cluster 354,4,0.3940217391304348,1.0,0.5653021442495128,1.0,inductive
HDBSCAN-TFIDF,Cluster 355,6,0.1775780915703894,0.99860529986053,0.3015353297338657,1.0,inductive
HDBSCAN-TFIDF,Cluster 356,2,0.7282051282051283,1.0,0.8427299703264095,1.0,inductive
HDBSCAN-TFIDF,Cluster 357,2,0.2912423625254582,1.0,0.4511041009463722,1.0,inductive
HDBSCAN-TFIDF,Cluster 358,2,0.031666302686175984,1.0,0.061388653683319146,1.0,inductive
HDBSCAN-TFIDF,Cluster 359,3,0.9166666666666666,1.0,0.9565217391304348,1.0,inductive
HDBSCAN-TFIDF,Cluster 360,2,0.04542626011201001,1.0,0.08690476190476198,1.0,inductive
HDBSCAN-TFIDF,Cluster 361,3,0.29054054054054057,0.9956978888779107,0.4498242257937521,1.0,inductive
HDBSCAN-TFIDF,Cluster 362,3,0.21250000000000002,1.0,0.35051546391752586,1.0,inductive
HDBSCAN-TFIDF,Cluster 363,2,0.8553459119496856,1.0,0.9220338983050848,1.0,inductive
HDBSCAN-TFIDF,Cluster 364,3,0.0437585465911311,1.0,0.08384802545386491,1.0,inductive
HDBSCAN-TFIDF,Cluster 365,3,0.45833333333333337,0.9886363636363636,0.6263089005235603,1.0,inductive
HDBSCAN-TFIDF,Cluster 366,4,0.6231578947368421,1.0,0.767833981841764,1.0,inductive
HDBSCAN-TFIDF,Cluster 367,7,0.4370122630992196,0.9846390168970814,0.6053514404898279,1.0,inductive
HDBSCAN-TFIDF,Cluster 368,3,0.9473684210526316,1.0,0.972972972972973,0.6666666666666666,inductive
HDBSCAN-TFIDF,Cluster 369,9,0.07141874225952938,0.9734872017656717,0.13307462160283426,1.0,inductive
HDBSCAN-TFIDF,Cluster 370,5,0.30537634408602155,0.9891336809942797,0.46667545474689526,1.0,inductive
HDBSCAN-TFIDF,Cluster 371,4,0.04910107266958752,1.0,0.09360599078341009,1.0,inductive
HDBSCAN-TFIDF,Cluster 372,2,0.401685393258427,1.0,0.5731462925851704,1.0,inductive
HDBSCAN-TFIDF,Cluster 373,9,0.2739043824701195,0.9850389359085026,0.42862371563562135,1.0,inductive
HDBSCAN-TFIDF,Cluster 374,4,0.03084566815029499,1.0,0.05984536600060246,1.0,inductive
HDBSCAN-TFIDF,Cluster 375,10,0.7010309278350515,0.9928656361474435,0.8218087608461243,1.0,inductive
HDBSCAN-TFIDF,Cluster 376,3,0.35855263157894735,1.0,0.5278450363196125,1.0,inductive
HDBSCAN-TFIDF,Cluster 377,3,0.24915445321307783,1.0,0.39891696750902533,1.0,inductive
HDBSCAN-TFIDF,Cluster 378,4,0.07445385644226488,0.9977192081534838,0.1385672614738884,1.0,inductive
HDBSCAN-TFIDF,Cluster 379,4,0.044962917181705864,1.0,0.08605648380896062,1.0,inductive
HDBSCAN-TFIDF,Cluster 380,2,0.07097149505526468,1.0,0.13253666485605647,1.0,inductive
HDBSCAN-TFIDF,Cluster 381,3,0.07241243604879966,1.0,0.13504587155963296,1.0,inductive
HDBSCAN-TFIDF,Cluster 382,2,0.22770700636942676,1.0,0.37094682230868997,1.0,inductive
HDBSCAN-TFIDF,Cluster 383,5,0.03707394857484547,0.9664049588297868,0.07140847203016314,1.0,inductive
HDBSCAN-TFIDF,Cluster 384,3,0.4859154929577465,1.0,0.6540284360189573,1.0,inductive
HDBSCAN-TFIDF,Cluster 385,3,0.08192201654194564,1.0,0.15143793228977065,1.0,inductive
HDBSCAN-TFIDF,Cluster 386,5,0.46366279069767447,0.9953810623556582,0.632635078395509,1.0,inductive
HDBSCAN-TFIDF,Cluster 387,5,0.17902813299232734,0.9979919678714859,0.30359488103600984,1.0,inductive
HDBSCAN-TFIDF,Cluster 388,4,0.6869158878504673,1.0,0.814404432132964,1.0,inductive
HDBSCAN-TFIDF,Cluster 389,3,0.05159934625262663,1.0,0.09813499111900528,1.0,inductive
HDBSCAN-TFIDF,Cluster 390,2,0.9722222222222222,1.0,0.9859154929577464,0.5,inductive
HDBSCAN-TFIDF,Cluster 391,2,0.049261083743842415,1.0,0.09389671361502355,1.0,inductive
HDBSCAN-TFIDF,Cluster 392,5,0.3070175438596491,1.0,0.4697986577181208,1.0,inductive
HDBSCAN-TFIDF,Cluster 393,2,0.5720164609053497,1.0,0.7277486910994764,1.0,inductive
HDBSCAN-TFIDF,Cluster 394,3,0.6793650793650794,1.0,0.8090737240075615,1.0,inductive
HDBSCAN-TFIDF,Cluster 395,4,0.35236938031591736,1.0,0.5211141060197664,1.0,inductive
HDBSCAN-TFIDF,Cluster 396,3,0.05675751615622371,1.0,0.10741823982983258,1.0,inductive
HDBSCAN-TFIDF,Cluster 397,2,0.20268456375838928,1.0,0.3370535714285714,1.0,inductive
HDBSCAN-TFIDF,Cluster 398,3,0.21968911917098444,1.0,0.3602378929481733,1.0,inductive
HDBSCAN-TFIDF,Cluster 399,3,0.2162718846549948,1.0,0.3556308213378492,1.0,inductive
HDBSCAN-TFIDF,Cluster 400,6,0.9615384615384616,0.9906103286384976,0.9758579224863565,1.0,inductive
HDBSCAN-TFIDF,Cluster 401,3,0.42166344294003866,1.0,0.5931972789115646,1.0,inductive
HDBSCAN-TFIDF,Cluster 402,4,0.462157809983897,1.0,0.6321585903083701,1.0,inductive
HDBSCAN-TFIDF,Cluster 403,2,0.06573223779603676,1.0,0.12335600907029484,1.0,inductive
HDBSCAN-TFIDF,Cluster 404,23,0.29853862212943627,0.9861229083628178,0.45832426257848946,1.0,inductive
HDBSCAN-TFIDF,Cluster 405,4,0.04457527333894029,1.0,0.0853462157809984,1.0,inductive
HDBSCAN-TFIDF,Cluster 406,6,0.04201322243548733,0.9317172537699427,0.0804009840221117,1.0,inductive
HDBSCAN-TFIDF,Cluster 407,2,0.041654444118509826,1.0,0.07997747113489158,1.0,inductive
HDBSCAN-TFIDF,Cluster 408,2,0.867816091954023,1.0,0.9292307692307692,1.0,inductive
HDBSCAN-TFIDF,Cluster 409,4,0.057652851867049604,0.9950728931160833,0.10899095111359174,1.0,inductive
HDBSCAN-TFIDF,Cluster 410,3,0.08231458842705786,1.0,0.15210843373493974,1.0,inductive
HDBSCAN-TFIDF,Cluster 411,3,0.04550264550264549,0.9975550122249389,0.08703525016929305,1.0,inductive
HDBSCAN-TFIDF,Cluster 412,4,0.057454392954497835,1.0,0.10866547689867151,1.0,inductive
HDBSCAN-TFIDF,Cluster 413,4,0.04373941167411055,1.0,0.0838128965619005,1.0,inductive
HDBSCAN-TFIDF,Cluster 414,2,0.0676043557168784,1.0,0.12664683382915426,1.0,inductive
HDBSCAN-TFIDF,Cluster 415,2,0.6384976525821596,1.0,0.7793696275071634,1.0,inductive
HDBSCAN-TFIDF,Cluster 416,4,0.4851138353765324,1.0,0.6533018867924528,1.0,inductive
HDBSCAN-TFIDF,Cluster 417,2,0.5551020408163265,1.0,0.7139107611548556,1.0,inductive
HDBSCAN-TFIDF,Cluster 418,5,0.05946351528793847,0.9728321880742027,0.11207645541823057,1.0,inductive
HDBSCAN-TFIDF,Cluster 419,2,0.33492822966507174,1.0,0.5017921146953405,1.0,inductive
HDBSCAN-TFIDF,Cluster 420,4,0.5745614035087719,1.0,0.7298050139275767,1.0,inductive
HDBSCAN-TFIDF,Cluster 421,2,0.8614457831325302,1.0,0.9255663430420712,1.0,inductive
HDBSCAN-TFIDF,Cluster 422,3,0.6142857142857143,1.0,0.7610619469026549,1.0,inductive
HDBSCAN-TFIDF,Cluster 423,6,0.04551129270230392,0.9781491002570694,0.08697577890963977,1.0,inductive
HDBSCAN-TFIDF,Cluster 424,4,0.6987341772151898,1.0,0.8226527570789866,1.0,inductive
HDBSCAN-TFIDF,Cluster 425,4,0.0487724501565332,0.9972611056993022,0.09299676343742805,1.0,inductive
HDBSCAN-TFIDF,Cluster 426,3,0.05311223263638554,1.0,0.10086718393427668,1.0,inductive
HDBSCAN-TFIDF,Cluster 427,3,0.9155555555555556,1.0,0.9559164733178653,1.0,inductive
HDBSCAN-TFIDF,Cluster 428,5,0.05770782889426962,0.9794478917833971,0.10899387666291543,1.0,inductive
HDBSCAN-TFIDF,Cluster 429,2,0.7089947089947091,1.0,0.8297213622291022,1.0,inductive
HDBSCAN-TFIDF,Cluster 430,5,0.37743589743589745,0.9980506822612085,0.5477336682248425,1.0,inductive
HDBSCAN-TFIDF,Cluster 431,4,0.513184584178499,1.0,0.67828418230563,1.0,inductive
HDBSCAN-TFIDF,Cluster 432,3,0.6017964071856288,1.0,0.7514018691588785,1.0,inductive
HDBSCAN-TFIDF,Cluster 433,8,0.05318824366927688,0.9905393199455894,0.10095555305791754,1.0,inductive
HDBSCAN-TFIDF,Cluster 434,2,0.0395333765392093,1.0,0.07605985037406478,1.0,inductive
HDBSCAN-TFIDF,Cluster 435,2,0.1821086261980831,1.0,0.3081081081081082,1.0,inductive
HDBSCAN-TFIDF,Cluster 436,4,0.040058384690236815,1.0,0.0770310307188524,1.0,inductive
HDBSCAN-TFIDF,Cluster 437,2,0.3864229765013055,1.0,0.5574387947269304,1.0,inductive
HDBSCAN-TFIDF,Cluster 438,3,0.8638297872340426,1.0,0.9269406392694064,1.0,inductive
HDBSCAN-TFIDF,Cluster 439,8,0.5115384615384615,0.9973154362416108,0.6762287649906763,0.875,inductive
HDBSCAN-TFIDF,Cluster 440,3,0.5722222222222222,1.0,0.7279151943462897,1.0,inductive
HDBSCAN-TFIDF,Cluster 441,9,0.06409710391822832,0.9755689187595802,0.12029082609445782,1.0,inductive
HDBSCAN-TFIDF,Cluster 442,6,0.058258258258258255,0.9904106913035484,0.1100435020218962,1.0,inductive
HDBSCAN-TFIDF,Cluster 443,2,0.06450094161958564,1.0,0.12118531623175577,1.0,inductive
HDBSCAN-TFIDF,Cluster 444,9,0.042021245378249916,0.9467159518610252,0.08047069216720944,1.0,inductive
HDBSCAN-TFIDF,Cluster 445,3,0.7106109324758842,1.0,0.8308270676691729,1.0,inductive
HDBSCAN-TFIDF,Cluster 446,3,0.49656750572082375,1.0,0.6636085626911316,1.0,inductive
HDBSCAN-TFIDF,Cluster 447,4,0.3524492234169654,1.0,0.5212014134275619,1.0,inductive
HDBSCAN-TFIDF,Cluster 448,2,0.1634121274409044,1.0,0.2809187279151943,1.0,inductive
HDBSCAN-TFIDF,Cluster 449,5,0.18671548117154813,0.9962546816479401,0.3144900490304035,1.0,inductive
HDBSCAN-TFIDF,Cluster 450,7,0.49502133712660024,0.9927113702623906,0.6606204292577679,1.0,inductive
HDBSCAN-TFIDF,Cluster 451,5,0.4580152671755725,0.9818732154623325,0.6246496566020661,1.0,inductive
HDBSCAN-TFIDF,Cluster 452,2,0.6379310344827587,1.0,0.7789473684210527,1.0,inductive
HDBSCAN-TFIDF,Cluster 453,2,0.059082892416225774,1.0,0.11157368859283934,1.0,inductive
HDBSCAN-TFIDF,Cluster 454,2,0.09004438807863036,1.0,0.16521233275159986,1.0,inductive
HDBSCAN-TFIDF,Cluster 455,3,0.2201565557729941,1.0,0.36086607858861264,1.0,inductive
HDBSCAN-TFIDF,Cluster 456,15,0.046174601793019465,0.9729672501411633,0.08816510723733634,1.0,inductive
HDBSCAN-TFIDF,Cluster 457,3,0.3800475059382423,1.0,0.5507745266781412,1.0,inductive
HDBSCAN-TFIDF,Cluster 458,10,0.20546318289786225,0.9825651361631939,0.33985883508250947,1.0,inductive
HDBSCAN-TFIDF,Cluster 459,7,0.5333333333333333,0.9760985212986427,0.689777251524707,1.0,inductive
HDBSCAN-TFIDF,Cluster 460,12,0.4205378973105135,0.9805180806583398,0.5886203240969512,1.0,inductive
HDBSCAN-TFIDF,Cluster 461,3,0.8706896551724138,1.0,0.9308755760368664,0.6666666666666666,inductive
HDBSCAN-TFIDF,Cluster 462,8,0.7634730538922155,0.9936305732484076,0.8634780060560674,1.0,inductive
HDBSCAN-TFIDF,Cluster 463,2,0.6859903381642511,1.0,0.813753581661891,1.0,inductive
HDBSCAN-TFIDF,Cluster 464,7,0.8485981308411215,0.9913941480206541,0.914455164407082,1.0,inductive
HDBSCAN-TFIDF,Cluster 465,2,0.6884422110552764,1.0,0.8154761904761905,1.0,inductive
HDBSCAN-TFIDF,Cluster 466,13,0.5590692124105012,0.9904286624203822,0.714706591396369,1.0,inductive
HDBSCAN-TFIDF,Cluster 467,2,0.18807947019867555,1.0,0.31661092530657753,1.0,inductive
HDBSCAN-TFIDF,Cluster 468,4,0.10133542812254515,0.9975609756097561,0.18398143482574222,1.0,inductive
HDBSCAN-TFIDF,Cluster 469,2,0.03875763206795857,1.0,0.07462305136723738,1.0,inductive
HDBSCAN-TFIDF,Cluster 470,5,0.044674000536624625,0.9677667053443451,0.08540551572600172,1.0,inductive
HDBSCAN-TFIDF,Cluster 471,3,0.04949543488707353,1.0,0.09432234432234433,1.0,inductive
HDBSCAN-TFIDF,Cluster 472,7,0.04813023475286071,0.9910925430584956,0.09180229259346367,1.0,inductive
HDBSCAN-TFIDF,Cluster 473,2,0.5153846153846153,1.0,0.6802030456852791,1.0,inductive
HDBSCAN-TFIDF,Cluster 474,2,0.8652482269503546,1.0,0.9277566539923954,1.0,inductive
HDBSCAN-TFIDF,Cluster 475,2,0.4965986394557823,1.0,0.6636363636363637,1.0,inductive
HDBSCAN-TFIDF,Cluster 476,8,0.04911226923416656,0.9978021978021978,0.09361668354746788,1.0,inductive
HDBSCAN-TFIDF,Cluster 477,16,0.4316877152698049,0.9924180530852433,0.6016613252311007,1.0,inductive
HDBSCAN-TFIDF,Cluster 478,4,0.5887445887445888,1.0,0.7411444141689374,1.0,inductive
HDBSCAN-TFIDF,Cluster 479,6,0.5257879656160458,0.9868488253319714,0.6860513235522819,1.0,inductive
HDBSCAN-TFIDF,Cluster 480,3,0.05964161540518853,1.0,0.11256940938919732,1.0,inductive
HDBSCAN-TFIDF,Cluster 481,4,0.49248120300751874,0.9969879518072289,0.6592923717860998,1.0,inductive
HDBSCAN-TFIDF,Cluster 482,5,0.04027470608776629,0.9551954584650761,0.07729054614777056,1.0,inductive
HDBSCAN-TFIDF,Cluster 483,3,0.054293628808864236,0.9946236559139785,0.10296660826402156,1.0,inductive
HDBSCAN-TFIDF,Cluster 484,5,0.49301675977653636,0.9888145977846226,0.6579725372013436,1.0,inductive
HDBSCAN-TFIDF,Cluster 485,11,0.5215547703180212,0.9968421052631579,0.6848114134255708,1.0,inductive
HDBSCAN-TFIDF,Cluster 486,3,0.9036697247706422,1.0,0.9493975903614458,1.0,inductive
HDBSCAN-TFIDF,Cluster 487,2,0.23709677419354835,1.0,0.38331160365058664,1.0,inductive
HDBSCAN-TFIDF,Cluster 488,3,0.04463289444320462,1.0,0.0854518265327921,1.0,inductive
HDBSCAN-TFIDF,Cluster 489,4,0.040783511182575616,1.0,0.07837078651685388,1.0,inductive
HDBSCAN-TFIDF,Cluster 490,7,0.6207430340557276,0.9852941176470589,0.7616442239546422,1.0,inductive
HDBSCAN-TFIDF,Cluster 491,8,0.32809667673716014,0.9974126778783958,0.4937691066576088,1.0,inductive
HDBSCAN-TFIDF,Cluster 492,2,0.08036739380022961,1.0,0.14877789585547288,1.0,inductive
HDBSCAN-TFIDF,Cluster 493,2,0.06545961002785516,1.0,0.12287581699346409,1.0,inductive
HDBSCAN-TFIDF,Cluster 494,7,0.05945681428920968,0.9734008479072164,0.11206832376090178,1.0,inductive
HDBSCAN-TFIDF,Cluster 495,6,0.04982161060142709,0.9711499783402437,0.09478080796862648,1.0,inductive
HDBSCAN-TFIDF,Cluster 496,4,0.3716129032258064,1.0,0.541862652869238,1.0,inductive
HDBSCAN-TFIDF,Cluster 497,2,0.9183673469387755,1.0,0.9574468085106383,1.0,inductive
